fnr,fnavn,sick_pct,year_q,pop,agegroup0_share,agegroup10_share,agegroup20_share,agegroup30_share,agegroup40_share,agegroup50_share,agegroup60_share,agegroup70_share,agegroup80_share,agegroup90_share,age_avg,uniwork_share,femalework_share,healthsoc_share,pub_defense_socins_share,post,quarters
18,Nordland,6.3,2010,236271,0.11357297,0.14042772,0.1140724,0.11645949,0.14342429,0.13533612,0.11507125,0.069898546,0.043335829,0.00840137,40.094666,0.26100186,0.52676195,0.22727157,0.078582838,0,9
18,Nordland,6.8,2011,237280,0.11269808,0.13844404,0.11674393,0.1139034,0.14369942,0.13489127,0.11767532,0.07025034,0.042734321,0.008959878,40.229481,0.2642155,0.52802944,0.22672021,0.080553815,0,13
18,Nordland,6.5,2012,238320,0.11214334,0.13547331,0.11969201,0.1118622,0.143429,0.13521315,0.11978852,0.070732631,0.042400975,0.009264854,40.382477,0.27832204,0.53042704,0.22720595,0.08129549,0,17
18,Nordland,6.5,2013,239611,0.11207749,0.13226438,0.12275313,0.11069191,0.14267291,0.13501884,0.12115888,0.072242096,0.041642494,0.009477862,40.485191,0.28311321,0.53083831,0.22815688,0.081178099,0,21
18,Nordland,6.3,2014,240877,0.11121859,0.12977578,0.12516347,0.11018071,0.14150375,0.13436317,0.12314999,0.074295178,0.040580876,0.009768471,40.633617,,,,,1,25
18,Nordland,6.5,2015,241682,0.11037645,0.12709676,0.12617406,0.11045092,0.13910428,0.13481352,0.1242004,0.07784196,0.040284339,0.009657319,40.84396,,,,,1,29
19,Troms,7.2,2008,154642,0.12342701,0.1370391,0.12173925,0.14214121,0.14141695,0.13296518,0.10152481,0.058852058,0.035061628,0.005832827,38.302376,0.29875457,0.52578408,0.23713246,0.076550044,0,1
19,Troms,7.8,2009,155553,0.12164985,0.13749655,0.12247916,0.13808799,0.14312163,0.1312993,0.10528887,0.059458833,0.035036288,0.006081529,38.482243,0.31305641,0.52541322,0.24546523,0.079910852,0,5
19,Troms,6.8,2010,156494,0.12050302,0.13720015,0.12425397,0.13398597,0.14373714,0.13070789,0.10870066,0.06009176,0.034742545,0.00607691,38.623192,0.31685457,0.5251323,0.24762647,0.081713893,0,9
19,Troms,7.3,2011,157554,0.11911472,0.13569316,0.12677558,0.13049494,0.14478846,0.1293842,0.11157444,0.061001308,0.034838848,0.006334336,38.785152,0.31905875,0.52539462,0.24876985,0.082285881,0,13
19,Troms,6.5,2012,158650,0.11814056,0.13272613,0.13021746,0.12748188,0.14566025,0.1289127,0.11360227,0.061991807,0.034736842,0.006530098,38.952152,0.33484393,0.52861065,0.2453081,0.085052386,0,17
19,Troms,7,2013,160418,0.11724994,0.12886958,0.13502848,0.12582752,0.1449962,0.12838958,0.11461931,0.063870639,0.03460335,0.0065454,39.08625,0.34180966,0.52940339,0.24673362,0.083819225,0,21
19,Troms,6.5,2014,162050,0.11643937,0.12623881,0.13846961,0.12389386,0.1450725,0.12768282,0.11564332,0.066047519,0.03352052,0.006991669,39.228508,,,,,1,25
19,Troms,6.5,2015,163453,0.11483423,0.12304454,0.14188176,0.12341774,0.14415152,0.12750454,0.11600889,0.068845481,0.03312267,0.007188611,39.407715,,,,,1,29
20,Finnmark,8.1,2008,72399,0.1259824,0.14214285,0.11484965,0.14250197,0.14255722,0.13328913,0.10074725,0.062376551,0.030594345,0.004958632,38.087902,0.25508201,0.52603364,0.21092299,0.092298709,0,1
20,Finnmark,7.9,2009,72492,0.12386195,0.14125697,0.11656459,0.13652541,0.14553329,0.13172488,0.10537715,0.062710367,0.031382773,0.005062628,38.339817,0.26546177,0.52810377,0.21223514,0.094046243,0,5
20,Finnmark,7.2,2010,72856,0.12143131,0.14035906,0.11952344,0.13123147,0.14740035,0.13058636,0.10955858,0.063275501,0.031527944,0.005105963,38.53883,0.26928303,0.52623028,0.2153838,0.096555032,0,9
20,Finnmark,7,2011,73417,0.11846031,0.13953172,0.1249302,0.12580192,0.15008785,0.12828092,0.1126987,0.062969066,0.032376699,0.004862634,38.675117,0.26860493,0.52927107,0.21503115,0.09571252,0,13
20,Finnmark,6.5,2012,73787,0.11636196,0.13759877,0.12855923,0.12080719,0.15223549,0.12838306,0.1154675,0.063100547,0.03245829,0.005027986,38.869705,0.28737345,0.53310317,0.21080855,0.098276176,0,17
20,Finnmark,7.1,2013,74534,0.11369308,0.1362063,0.13294604,0.11687284,0.15354067,0.12787452,0.11656425,0.064279392,0.033018488,0.005004427,39.049667,0.29417276,0.5334565,0.20969211,0.097285479,0,21
20,Finnmark,6.9,2014,75207,0.11255601,0.13266052,0.1363304,0.1153749,0.15353625,0.12816626,0.11798104,0.065565705,0.032643236,0.005185687,39.212719,,,,,1,25
20,Finnmark,6.9,2015,75605,0.11120958,0.13036175,0.13843,0.11487336,0.15063818,0.12997818,0.11873554,0.06720455,0.032907877,0.005661001,39.433224,,,,,1,29
